product_name,product_category,brand,company,price,launch_date,first_sale,last_sale,total_units,months_data
UR-CEF CAPS 400MG 5,CEFIXIME,UR-CEF,RYN,213.0,2013-06-01,2022-12-01,2025-11-01,7923,36
BENIFIX SUSP DRY 100MG 30ML,CEFIXIME,BENIFIX,BNS,76.5,2007-08-01,2022-12-01,2025-11-01,7837,36
SALLAR CAPS 400MG 5,CEFIXIME,SALLAR,WPM,212.5,2010-01-01,2022-12-01,2025-11-01,7763,36
CEFIRANT CAPS 400MG 5,CEFIXIME,CEFIRANT,AM8,276.25,2013-06-01,2022-12-01,2025-11-01,7601,36
XIMEMOR SUSP DRY D.S 200MG 30ML,CEFIXIME,XIMEMOR,MGA,260.31,2023-07-01,2022-12-01,2025-11-01,7477,36
CEFSEL SUSP DRY D.S 200MG 30ML,CEFIXIME,CEFSEL,H6P,250.75,2019-03-01,2022-12-01,2025-11-01,7425,36
CILI-CEF SUSP DRY 200MG/FORT 60ML,CEFIXIME,CILI-CEF,IPM,505.75,2019-01-01,2022-12-01,2025-11-01,7415,36
ZIXPRO SUSP DRY 100MG 30ML,CEFIXIME,ZIXPRO,S0A,212.5,2025-05-01,2022-12-01,2025-11-01,7349,36
CESEF SUSP DRY 100MG 30ML,CEFIXIME,CESEF,ZJP,102.0,2010-02-01,2022-12-01,2025-11-01,7270,36
RUTEX SUSP DRY 100MG 30ML,CEFIXIME,RUTEX,A0E,198.05,2019-10-01,2022-12-01,2025-11-01,7182,36
ZIXPRO SUSP DRY 200MG 30ML,CEFIXIME,ZIXPRO,S0A,284.75,2025-05-01,2022-12-01,2025-11-01,7006,36
SUNCEF SUSP DRY 100MG 30ML,CEFIXIME,SUNCEF,HZP,97.75,2012-02-01,2022-12-01,2025-11-01,6877,36
ZIAC SUSP DRY 100MG 30ML,CEFIXIME,ZIAC,M&I,114.75,2012-07-01,2022-12-01,2025-11-01,6794,36
IDEXIME SUSP DRY 100MG 30ML,CEFIXIME,IDEXIME,M1S,175.95,2025-09-01,2022-12-01,2025-11-01,6656,36
SPANIX SUSP DRY D.S 200MG 30ML,CEFIXIME,SPANIX,N8X,255.0,2017-01-01,2022-12-01,2025-11-01,6584,36
CEFIDERM CAPS 400MG 5,CEFIXIME,CEFIDERM,JN2,433.5,2023-11-01,2022-12-01,2025-11-01,6459,36
VIMACEF SUSP DRY 100MG 30ML,CEFIXIME,VIMACEF,TV+,142.8,2005-05-01,2022-12-01,2025-11-01,6346,36
TINOCEF CAPS 400MG 5,CEFIXIME,TINOCEF,PP+,199.75,2003-03-01,2022-12-01,2025-11-01,6115,36
ONFIXIME SUSP DRY D.S 200MG 30ML,CEFIXIME,ONFIXIME,ONX,311.11,2023-09-01,2022-12-01,2025-11-01,6038,36
FINEX SUSP DRY D.S 200MG 30ML,CEFIXIME,FINEX,POC,238.0,2020-06-01,2022-12-01,2025-11-01,6009,36
CESEF SUSP DRY 100MG 60ML,CEFIXIME,CESEF,ZJP,153.0,2010-02-01,2022-12-01,2025-11-01,5967,36
FEDROXIM CAPS 400MG 5,CEFIXIME,FEDROXIM,FDR,276.25,2015-09-01,2022-12-01,2025-11-01,5959,36
EXCENZA SUSP DRY 200MG 30ML,CEFIXIME,EXCENZA,LIE,348.21,2023-10-01,2022-12-01,2025-11-01,5823,36
CEFINEXT SUSP DRY 100MG 30ML,CEFIXIME,CEFINEXT,.A3,153.0,2022-07-01,2022-12-01,2025-11-01,5791,36
XIMBACT SUSP DRY D.S 200MG 30ML,CEFIXIME,XIMBACT,BAX,191.25,2013-10-01,2022-12-01,2025-11-01,5774,36
XIM CAPS 400MG 5,CEFIXIME,XIM,EGP,276.25,2007-11-01,2022-12-01,2025-11-01,5643,36
CESEF CAPS 400MG 5,CEFIXIME,CESEF,ZJP,221.0,2010-02-01,2022-12-01,2025-11-01,5505,36
SUNCEF SUSP DRY D.S 200MG 30ML,CEFIXIME,SUNCEF,HZP,161.5,2012-02-01,2022-12-01,2025-11-01,5504,36
SPANIX CAPS 400MG 5,CEFIXIME,SPANIX,N8X,191.25,2010-02-01,2022-12-01,2025-11-01,5495,36
SECURE SUSP DRY D.S 200MG 30ML,CEFIXIME,SECURE,WSH,255.0,2010-09-01,2022-12-01,2025-11-01,5490,36
SEAXIM SUSP DRY D.S 200MG 30ML,CEFIXIME,SEAXIM,SQP,216.75,2020-06-01,2022-12-01,2025-11-01,5469,36
HISPAN SUSP DRY D.S 200MG 30ML,CEFIXIME,HISPAN,MDP,229.5,2020-06-01,2022-12-01,2025-11-01,5313,36
EXCENZA SUSP DRY 100MG 30ML,CEFIXIME,EXCENZA,LIE,264.06,2023-10-01,2022-12-01,2025-11-01,5293,36
ZIFI CAPS 400MG 5,CEFIXIME,ZIFI,N/P,297.5,2011-09-01,2022-12-01,2025-11-01,5291,36
XIME-C SUSP DRY 100MG 30ML,CEFIXIME,XIME-C,M-R,131.75,2019-03-01,2022-12-01,2025-11-01,5258,36
CEFIDERM SUSP DRY 100MG 30ML,CEFIXIME,CEFIDERM,JN2,233.75,2023-11-01,2022-12-01,2025-11-01,5223,36
MEGAXIM CAPS 400MG 5,CEFIXIME,MEGAXIM,PKH,212.5,2003-10-01,2022-12-01,2025-11-01,5133,36
SEAXIM SUSP DRY 100MG 30ML,CEFIXIME,SEAXIM,SQP,110.5,2020-06-01,2022-12-01,2025-11-01,5069,36
RAFIX SUSP DRY 100MG 30ML,CEFIXIME,RAFIX,GD2,161.5,2013-06-01,2022-12-01,2025-11-01,4989,36
AXORAL CAPS 200MG 5,CEFIXIME,AXORAL,PSL,231.82,2023-05-01,2022-12-01,2025-11-01,4964,36
CEFISTAR CAPS 400MG 5,CEFIXIME,CEFISTAR,ISS,331.8,2023-08-01,2022-12-01,2025-11-01,4942,36
TRIBAN SUSP DRY 200MG 30ML,CEFIXIME,TRIBAN,CS-,255.0,2008-11-01,2022-12-01,2025-11-01,4882,36
FIX CAPS 400MG 5,CEFIXIME,FIX,KUT,276.25,2018-01-01,2022-12-01,2025-11-01,4861,36
LIBROXIME SUSP DRY 100MG 30ML,CEFIXIME,LIBROXIME,LBA,195.5,2007-11-01,2022-12-01,2025-11-01,4784,36
CEFFEST CAPS 400MG 5,CEFIXIME,CEFFEST,F7L,102.0,2013-01-01,2022-12-01,2025-11-01,4533,36
EXIME CAPS 400MG 5,CEFIXIME,EXIME,SU8,255.0,2016-02-01,2022-12-01,2025-11-01,4307,36
CEFAIM CAPS 400MG 5,CEFIXIME,CEFAIM,GLB,276.25,2009-07-01,2022-12-01,2025-11-01,4279,36
SECURE CAPS 200MG 7,CEFIXIME,SECURE,WSH,270.3,2015-02-01,2022-12-01,2025-11-01,4138,36
ZIFI SUSP DRY 100MG 30ML,CEFIXIME,ZIFI,N/P,110.5,2011-09-01,2022-12-01,2025-11-01,3915,36
WIZY SUSP DRY D.S 200MG 30ML,CEFIXIME,WIZY,SFZ,272.0,2010-01-01,2022-12-01,2025-11-01,3875,36
RAFIX CAPS 200MG 10,CEFIXIME,RAFIX,GD2,266.05,2020-09-01,2022-12-01,2025-11-01,3838,36
BESTAR SUSP DRY 100MG 30ML,CEFIXIME,BESTAR,B8P,131.75,2003-01-01,2022-12-01,2025-11-01,3758,36
VIOSPAN CAPS 400MG 5,CEFIXIME,VIOSPAN,MB/,297.5,2003-03-01,2022-12-01,2025-11-01,3714,36
EXCENZA CAPS 400MG 5,CEFIXIME,EXCENZA,LIE,473.17,2023-10-01,2022-12-01,2025-11-01,3706,36
SERVE CAPS 200MG 5,CEFIXIME,SERVE,N/P,99.88,2011-03-01,2022-12-01,2025-11-01,3620,36
TRISPAN CAPS 400MG 5,CEFIXIME,TRISPAN,S0A,318.95,2017-12-01,2022-12-01,2025-11-01,3475,36
C-SPAN SUSP DS 200MG 30ML,CEFIXIME,C-SPAN,M7A,242.25,2012-03-01,2022-12-01,2025-11-01,3405,36
ESICEF CAPS 400MG 5,CEFIXIME,ESICEF,UDL,276.25,2014-02-01,2022-12-01,2025-11-01,3286,36
CEFIVANT SYRUP 200MG 30ML,CEFIXIME,CEFIVANT,AVT,255.0,2020-02-01,2022-12-01,2025-11-01,3284,36
CEF-OD SUSP DRY 100MG 60ML,CEFIXIME,CEF-OD,C.C,174.25,2007-08-01,2022-12-01,2025-11-01,3246,36
WELZIM CAPS 400MG 5,CEFIXIME,WELZIM,W2K,459.85,2009-08-01,2022-12-01,2025-11-01,3215,36
REYAN SUSP DRY D.S 200MG 60ML,CEFIXIME,REYAN,STA,195.5,2020-06-01,2022-12-01,2025-11-01,3192,36
CEFSEL CAPS 400MG 5,CEFIXIME,CEFSEL,H6P,191.25,2006-04-01,2022-12-01,2025-11-01,3014,36
XINEEN CAPS 400MG 5,CEFIXIME,XINEEN,DNN,425.0,2021-11-01,2022-12-01,2025-11-01,3014,36
FIXZON CAPS 400MG 5,CEFIXIME,FIXZON,HHC,297.5,2020-10-01,2022-12-01,2025-11-01,2999,36
REYAN CAPS 200MG 5,CEFIXIME,REYAN,STA,156.4,2020-06-01,2022-12-01,2025-11-01,2815,36
WIZY CAPS 200MG 5,CEFIXIME,WIZY,SFZ,258.27,2010-01-01,2022-12-01,2025-11-01,2779,36
CMILE SUSP DRY D.S 200MG 30ML,CEFIXIME,CMILE,M-R,169.15,2014-02-01,2022-12-01,2025-11-01,2742,36
CEFMAN CAPS 400MG 5,CEFIXIME,CEFMAN,DY6,412.25,2024-09-01,2022-12-01,2025-11-01,2704,36
CEF-OD TABS 200MG 10,CEFIXIME,CEF-OD,C.C,291.31,2009-02-01,2022-12-01,2025-11-01,2683,36
FASXIME SUSP DRY 100MG 30ML,CEFIXIME,FASXIME,FP/,106.25,2011-04-01,2022-12-01,2025-11-01,2670,36
AEROCEF SUSP DRY D.S 200MG 30ML,CEFIXIME,AEROCEF,RZT,127.5,2011-12-01,2022-12-01,2025-11-01,2669,36
CB-GET CAPS 400MG 5,CEFIXIME,CB-GET,JSK,412.48,2022-05-01,2022-12-01,2025-11-01,2584,36
SUPERIXIME SUSP DRY 100MG 30ML,CEFIXIME,SUPERIXIME,B6X,165.75,2005-05-01,2022-12-01,2025-11-01,2537,36
CONSPAN CAPS 400MG 5,CEFIXIME,CONSPAN,CLL,187.0,2009-01-01,2022-12-01,2025-11-01,2526,36
CEXIME SUSP DRY 200MG 30ML,CEFIXIME,CEXIME,SN1,148.75,2009-09-01,2022-12-01,2025-11-01,2471,36
SEAXIM CAPS 400MG 5,CEFIXIME,SEAXIM,SQP,212.5,2010-04-01,2022-12-01,2025-11-01,2457,36
CEFICO SUSP DRY D.S 200MG 30ML,CEFIXIME,CEFICO,RPH,170.0,2023-07-01,2022-12-01,2025-11-01,2379,36
ONFIXIME CAPS 400MG 5,CEFIXIME,ONFIXIME,ONX,391.0,2023-09-01,2022-12-01,2025-11-01,2348,36
BESTAR SUSP DRY 200MG 30ML,CEFIXIME,BESTAR,B8P,301.75,2023-04-01,2022-12-01,2025-11-01,2317,36
CEFGEN CAPS 400MG 5,CEFIXIME,CEFGEN,GNP,276.25,2014-02-01,2022-12-01,2025-11-01,2299,36
VENCEF SUSP DRY 100MG 30ML,CEFIXIME,VENCEF,VUE,136.0,2011-09-01,2022-12-01,2025-11-01,2296,36
NIFIM SUSP DRY 100MG 30ML,CEFIXIME,NIFIM,CJY,255.0,2025-02-01,2022-12-01,2025-11-01,2205,36
EFIX-M CAPS 400MG 5,CEFIXIME,EFIX-M,S+F,140.25,2009-03-01,2022-12-01,2025-11-01,2103,36
LIBROXIME CAPS 400MG 5,CEFIXIME,LIBROXIME,LBA,382.5,2007-04-01,2022-12-01,2025-11-01,1973,36
CEFLIT SUSP DRY D.S 200MG 30ML,CEFIXIME,CEFLIT,M-R,170.0,2018-10-01,2022-12-01,2025-11-01,1940,36
CEFIBACT SUSP DRY 200MG 30ML,CEFIXIME,CEFIBACT,BI-,314.5,2024-06-01,2022-12-01,2025-11-01,1898,36
NOWCEF SUSP DRY 100MG 30ML,CEFIXIME,NOWCEF,NW7,259.25,2025-03-01,2022-12-01,2025-11-01,1886,36
RAFIX SUSP DRY D.S 200MG 30ML,CEFIXIME,RAFIX,GD2,255.0,2013-06-01,2022-12-01,2025-11-01,1740,36
EFIX SUSP DRY 60ML,CEFIXIME,EFIX,HIG,208.0,2019-10-01,2022-12-01,2025-11-01,1738,36
CEFLIT CAPS 400MG 5,CEFIXIME,CEFLIT,M-R,298.0,2018-10-01,2022-12-01,2025-11-01,1709,36
UNINOX SUSP DRY 100MG 30ML,CEFIXIME,UNINOX,U-T,174.89,2018-11-01,2022-12-01,2025-11-01,1694,36
ZIFI SUSP DRY D.S 200MG 30ML,CEFIXIME,ZIFI,N/P,213.35,2020-09-01,2022-12-01,2025-11-01,1684,36
ISOCEF CAPS 200MG 5,CEFIXIME,ISOCEF,SQP,110.5,2008-06-01,2022-12-01,2025-11-01,1584,36
WELZIM SUSP DRY 100MG 30ML,CEFIXIME,WELZIM,W2K,242.25,2009-08-01,2022-12-01,2025-11-01,1508,36
GLIXIM CAPS 200MG 5,CEFIXIME,GLIXIM,G6Z,140.25,2020-02-01,2022-12-01,2025-11-01,1415,36
ROFIL CAPS 400MG 5,CEFIXIME,ROFIL,AOS,110.0,2019-12-01,2022-12-01,2025-11-01,1361,36
SECURE SUSP DRY 100MG 60ML,CEFIXIME,SECURE,WSH,255.0,2004-04-01,2022-12-01,2025-11-01,1308,36
CEFAIM SUSP DRY 100MG 30ML,CEFIXIME,CEFAIM,GLB,153.0,2009-07-01,2022-12-01,2025-11-01,1290,36
CEFIVID CAPS 400MG 5,CEFIXIME,CEFIVID,MDF,276.25,2019-05-01,2022-12-01,2025-11-01,1237,36
SALLAR SUSP DRY 100MG 30ML,CEFIXIME,SALLAR,WPM,110.5,2010-01-01,2022-12-01,2025-11-01,1162,36
KAYFIX SUSP DRY 100MG 30ML,CEFIXIME,KAYFIX,KCI,76.5,2005-01-01,2022-12-01,2025-11-01,1126,36
COOVER SUSP DRY 200MG 60ML,CEFIXIME,COOVER,.AC,365.5,2020-06-01,2022-12-01,2025-11-01,1099,36
CARAZIME SUSP DRY D.S 200MG 30ML,CEFIXIME,CARAZIME,CWH,272.21,2016-06-01,2022-12-01,2025-11-01,1030,36
HEFIXIM CAPS 400MG 5,CEFIXIME,HEFIXIM,H1L,312.8,2009-11-01,2022-12-01,2025-11-01,1020,36
HISPAN CAPS 200MG 5,CEFIXIME,HISPAN,MDP,127.5,2013-04-01,2022-12-01,2025-11-01,1015,36
CARCILOZ SUSP DRY 200MG 30ML,CEFIXIME,CARCILOZ,CWH,392.15,2019-10-01,2022-12-01,2025-11-01,1002,36
VENCEF CAPS 400MG 4,CEFIXIME,VENCEF,VUE,265.2,2004-05-01,2022-12-01,2025-11-01,985,36
SAVIXIM CAPS 400MG 5,CEFIXIME,SAVIXIM,ZTP,225.0,2010-12-01,2022-12-01,2025-11-01,938,36
MEGAXIM SUSP DRY 200MG 30ML,CEFIXIME,MEGAXIM,PKH,161.5,2008-04-01,2022-12-01,2025-11-01,930,36
CEFLIT SUSP DRY 100MG 30ML,CEFIXIME,CEFLIT,M-R,102.0,2018-10-01,2022-12-01,2025-11-01,911,36
CEFIDERM SUSP DRY D.S 200MG 30ML,CEFIXIME,CEFIDERM,JN2,289.0,2023-11-01,2022-12-01,2025-11-01,874,36
AGLOP CAPS 400MG 5,CEFIXIME,AGLOP,ACP,464.1,2025-06-01,2022-12-01,2025-11-01,869,36
FASXIME CAPS 400MG 5,CEFIXIME,FASXIME,FP/,233.75,2010-11-01,2022-12-01,2025-11-01,833,36
MEDISPAN TABS 400MG 5,CEFIXIME,MEDISPAN,MCA,221.0,2010-02-01,2022-12-01,2025-11-01,813,36
BESTAR CAPS 400MG 5,CEFIXIME,BESTAR,B8P,314.24,2003-01-01,2022-12-01,2025-11-01,808,36
NENXIME CAPS 400MG 5,CEFIXIME,NENXIME,NZA,255.0,2006-02-01,2022-12-01,2025-11-01,808,36
SECURE CAPS 400MG 5,CEFIXIME,SECURE,WSH,255.0,2004-01-01,2022-12-01,2025-11-01,731,36
CEFIDON CAPS 200MG 5,CEFIXIME,CEFIDON,DOV,297.32,2025-11-01,2022-12-01,2025-11-01,730,36
KAYFIX CAPS 400MG 5,CEFIXIME,KAYFIX,KCI,250.75,2005-01-01,2022-12-01,2025-11-01,686,36
MEDIXIME CAPS 400MG 5,CEFIXIME,MEDIXIME,ENV,250.75,2010-03-01,2022-12-01,2025-11-01,620,36
XIME-C CAPS 400MG 5,CEFIXIME,XIME-C,M-R,297.5,2020-09-01,2022-12-01,2025-11-01,600,36
BRYCEF SUSP DRY 100MG 30ML,CEFIXIME,BRYCEF,BY.,160.85,2020-03-01,2022-12-01,2025-11-01,581,36
CB-GET SUSP DRY D.S 200MG 30ML,CEFIXIME,CB-GET,JSK,271.06,2025-01-01,2022-12-01,2025-11-01,573,36
RUTEX CAPS 400MG 5,CEFIXIME,RUTEX,A0E,334.9,2019-10-01,2022-12-01,2025-11-01,571,36
FIXIME CAPS 400MG 5,CEFIXIME,FIXIME,FOW,297.5,2002-02-01,2022-12-01,2025-11-01,532,36
EPOFIX CAPS 400MG 5,CEFIXIME,EPOFIX,EHP,212.5,2012-12-01,2022-12-01,2025-11-01,531,36
FIXIM CAPS 400MG 5,CEFIXIME,FIXIM,AKH,298.08,2017-01-01,2022-12-01,2025-11-01,520,36
SALFIX CAPS 400MG 5,CEFIXIME,SALFIX,U.P,263.5,2008-05-01,2022-12-01,2025-11-01,501,36
C-SPAN SUSP 100MG 60ML,CEFIXIME,C-SPAN,M7A,251.6,2012-03-01,2022-12-01,2025-11-01,472,36
DUET TABS F.C. 400MG 5,CEFIXIME,DUET,WLX,276.25,2020-12-01,2022-12-01,2025-11-01,451,36
CARCILOZ CAPS 200MG 5,CEFIXIME,CARCILOZ,CWH,215.68,2019-10-01,2022-12-01,2025-11-01,398,36
ZAXIME CAPS 400MG 5,CEFIXIME,ZAXIME,DE2,285.0,2009-02-01,2022-12-01,2025-11-01,375,36
XIMEX SUSP DRY 100MG 30ML,CEFIXIME,XIMEX,FCI,102.0,2012-03-01,2022-12-01,2025-11-01,374,36
HIXIME SUSP DRY D.S 200MG 30ML,CEFIXIME,HIXIME,N/P,265.69,2024-10-01,2022-12-01,2025-11-01,366,36
MICEF SUSP DRY 200MG 30ML,CEFIXIME,MICEF,HCP,217.8,2024-08-01,2022-12-01,2025-11-01,362,36
ORTAZIM CAPS 400MG 5,CEFIXIME,ORTAZIM,ORA,276.25,2010-04-01,2022-12-01,2025-11-01,357,36
SALLAR SUSP DRY D.S 200MG 30ML,CEFIXIME,SALLAR,WPM,170.0,2012-06-01,2022-12-01,2025-11-01,354,36
X-CEF SUSP DRY 100MG 30ML,CEFIXIME,X-CEF,GX4,219.59,2015-11-01,2022-12-01,2025-11-01,350,36
FIXIM SUSP DRY 100MG 30ML,CEFIXIME,FIXIM,AKH,166.35,2002-01-01,2022-12-01,2025-11-01,325,36
CARCILOZ CAPS 400MG 5,CEFIXIME,CARCILOZ,CWH,398.61,2019-10-01,2022-12-01,2025-11-01,310,36
TAMCEF SUSP DRY 100MG 30ML,CEFIXIME,TAMCEF,MA&,131.75,2017-02-01,2022-12-01,2025-11-01,293,36
HEFIXIM SUSP DRY D.S 200MG 30ML,CEFIXIME,HEFIXIM,H1L,243.1,2025-08-01,2022-12-01,2025-11-01,280,36
MUFIXIME SUSP DRY 100MG 30ML,CEFIXIME,MUFIXIME,WTF,153.0,2023-09-01,2022-12-01,2025-11-01,265,36
FIXIM SUSP DRY D.S 200MG 30ML,CEFIXIME,FIXIM,AKH,203.57,2017-01-01,2022-12-01,2025-11-01,244,36
XIMPEK CAPS 400MG 5,CEFIXIME,XIMPEK,MPP,454.75,2025-11-01,2022-12-01,2025-11-01,231,36
CIMONIL SUSP DRY 100MG 30ML,CEFIXIME,CIMONIL,L.C,106.25,2008-05-01,2022-12-01,2025-11-01,224,36
TAMCEF SUSP DRY 200MG 30ML,CEFIXIME,TAMCEF,MA&,213.3,2020-06-01,2022-12-01,2025-11-01,224,36
AMBER CAPS 400MG 5,CEFIXIME,AMBER,RKP,255.0,2004-03-01,2022-12-01,2025-11-01,219,36
ZAXIME SUSP DRY 200MG 30ML,CEFIXIME,ZAXIME,DE2,185.0,2009-02-01,2022-12-01,2025-11-01,198,36
X-CEF CAPS 400MG 5,CEFIXIME,X-CEF,GX4,276.25,2015-11-01,2022-12-01,2025-11-01,188,36
TAMCEF CAPS 400MG 5,CEFIXIME,TAMCEF,MA&,312.8,2020-06-01,2022-12-01,2025-11-01,176,36
XIMEX CAPS 400MG 5,CEFIXIME,XIMEX,FCI,255.0,2012-03-01,2022-12-01,2025-11-01,169,36
FIXZON SUSP DRY D.S 200MG 30ML,CEFIXIME,FIXZON,HHC,203.15,2018-06-01,2022-12-01,2025-11-01,157,36
NAVEXIM SUSP DRY 100MG 30ML,CEFIXIME,NAVEXIM,NG6,102.85,2015-05-01,2022-12-01,2025-11-01,157,36
HIXIME CAPS 400MG 5,CEFIXIME,HIXIME,N/P,339.92,2024-10-01,2022-12-01,2025-11-01,142,36
X-CEF SUSP DRY D.S 200MG 30ML,CEFIXIME,X-CEF,GX4,228.03,2015-11-01,2022-12-01,2025-11-01,137,36
CARCILOZ SUSP DRY 100MG 30ML,CEFIXIME,CARCILOZ,CWH,235.28,2019-10-01,2022-12-01,2025-11-01,136,36
MICEF SUSP DRY 100MG 30ML,CEFIXIME,MICEF,HCP,163.7,2024-08-01,2022-12-01,2025-11-01,114,36
CICLOXAL CAPS 400MG 5,CEFIXIME,CICLOXAL,GLB,255.0,2005-02-01,2022-12-01,2025-11-01,109,36
XIMPEK SUSP DRY D.S 200MG 30ML,CEFIXIME,XIMPEK,MPP,382.5,2025-11-01,2022-12-01,2025-11-01,102,36
ACCUMAX CAPS 400MG 5,CEFIXIME,ACCUMAX,WTF,314.5,2023-08-01,2022-12-01,2025-11-01,93,36
ACCUMAX SUSP DRY 100MG 30ML,CEFIXIME,ACCUMAX,WTF,280.5,2023-08-01,2022-12-01,2025-11-01,93,36
FIXITIL TABS F.C. 200MG 5,CEFIXIME,FIXITIL,T9P,80.75,2005-04-01,2022-12-01,2025-11-01,89,36
SPECTRACEF SUSP DRY 100MG 30ML,CEFIXIME,SPECTRACEF,AR&,123.25,2009-02-01,2022-12-01,2025-11-01,86,36
CARDIXIM CAPS 400MG 5,CEFIXIME,CARDIXIM,C5X,255.0,2006-04-01,2022-12-01,2025-11-01,84,36
CEFINEXT CAPS 400MG 5,CEFIXIME,CEFINEXT,.A3,276.25,2022-07-01,2022-12-01,2025-11-01,83,36
CEFTO CAPS 400MG 5,CEFIXIME,CEFTO,REK,276.25,2006-05-01,2022-12-01,2025-11-01,83,36
CEFMAN SUSP DRY 100MG 30ML,CEFIXIME,CEFMAN,DY6,230.35,2024-09-01,2022-12-01,2025-11-01,78,36
ZEFO CAPS 400MG 5,CEFIXIME,ZEFO,CWH,276.25,2011-05-01,2022-12-01,2025-11-01,74,36
XIMPEK SUSP DRY 100MG 30ML,CEFIXIME,XIMPEK,MPP,250.75,2025-11-01,2022-12-01,2025-11-01,69,36
SPAXIME CAPS 400MG 5,CEFIXIME,SPAXIME,U-T,276.25,2018-01-01,2022-12-01,2025-11-01,60,36
XIVAL SUSP DRY 100MG 60ML,CEFIXIME,XIVAL,SIZ,143.65,2004-01-01,2022-12-01,2025-11-01,53,36
FIXZON CAPS 200MG 5,CEFIXIME,FIXZON,HHC,170.0,2018-06-01,2022-12-01,2025-11-01,51,36
SPAXIME SUSP DRY D.S 200MG 30ML,CEFIXIME,SPAXIME,U-T,221.0,2018-01-01,2022-12-01,2025-11-01,50,36
TYCEF SUSP DRY 100MG 60ML,CEFIXIME,TYCEF,HX4,170.0,2003-06-01,2022-12-01,2025-11-01,39,36
TYSEN CAPS 200MG 5,CEFIXIME,TYSEN,HTP,258.27,2014-03-01,2022-12-01,2025-11-01,35,36
FIXZON SUSP DRY 100MG 30ML,CEFIXIME,FIXZON,HHC,165.75,2018-06-01,2022-12-01,2025-11-01,16,36
HIXIME SUSP DRY 100MG 30ML,CEFIXIME,HIXIME,N/P,217.11,2024-10-01,2022-12-01,2025-11-01,10,36
FIXITIL SUSP DRY D.S 200MG 15ML,CEFIXIME,FIXITIL,T9P,93.5,2014-01-01,2022-12-01,2025-11-01,8,36
CARAZIME SUSP DRY D.S 200MG 60ML,CEFIXIME,CARAZIME,CWH,533.55,2021-08-01,2022-12-01,2025-11-01,5,36
FIXITIL SUSP DRY 100MG 60ML,CEFIXIME,FIXITIL,T9P,198.9,2002-05-01,2022-12-01,2025-11-01,2,36
AEROCEF SUSP DRY 100MG 60ML,CEFIXIME,AEROCEF,RZT,170.0,2020-10-01,2022-12-01,2025-11-01,0,36
AKURATE CAPS 400MG 5,CEFIXIME,AKURATE,ENV,212.5,2009-10-01,2022-12-01,2025-11-01,0,36
AKURATE SUSP DRY D.S 200MG 30ML,CEFIXIME,AKURATE,ENV,178.5,2009-10-01,2022-12-01,2025-11-01,0,36
ALLSPAN CAPS 400MG 5,CEFIXIME,ALLSPAN,EGP,314.5,2009-02-01,2022-12-01,2025-11-01,0,36
ALLSPAN SUSP DRY 100MG 30ML,CEFIXIME,ALLSPAN,EGP,102.0,2009-02-01,2022-12-01,2025-11-01,0,36
ASTEXIM CAPS 400MG 5,CEFIXIME,ASTEXIM,ATL,297.5,2019-09-01,2022-12-01,2025-11-01,0,36
BETACEF SUSP DRY 100MG 30ML,CEFIXIME,BETACEF,HP.,95.2,2005-11-01,2022-12-01,2025-11-01,0,36
BLEVO TABS F.C. 200MG 10,CEFIXIME,BLEVO,MAX,201.45,2008-04-01,2022-12-01,2025-11-01,0,36
CARAZIME SUSP DRY 100MG 60ML,CEFIXIME,CARAZIME,CWH,390.84,2016-06-01,2022-12-01,2025-11-01,0,36
CARCILOZ SUSP DRY 100MG 60ML,CEFIXIME,CARCILOZ,CWH,225.25,2019-10-01,2022-12-01,2025-11-01,0,36
CEFIVID SUSP DRY 100MG/5ML 30ML,CEFIXIME,CEFIVID,MDF,140.25,2019-05-01,2022-12-01,2025-11-01,0,36
CEFIVID SUSP DRY D.S 200MG/5ML 30ML,CEFIXIME,CEFIVID,MDF,216.75,2019-05-01,2022-12-01,2025-11-01,0,36
CEFTO SUSP DRY 100MG 30ML,CEFIXIME,CEFTO,REK,144.5,2006-05-01,2022-12-01,2025-11-01,0,36
CESTAR CAPS 400MG 5,CEFIXIME,CESTAR,DNN,298.08,2018-05-01,2022-12-01,2025-11-01,0,36
CESTAR SUSP 100MG 30ML,CEFIXIME,CESTAR,DNN,166.35,2018-05-01,2022-12-01,2025-11-01,0,36
CESTAR SUSP DS 200MG 30ML,CEFIXIME,CESTAR,DNN,203.57,2018-05-01,2022-12-01,2025-11-01,0,36
CIMONIL CAPS 400MG 5,CEFIXIME,CIMONIL,L.C,340.0,2014-04-01,2022-12-01,2025-11-01,0,36
ENGCEF CAPS 400MG 5,CEFIXIME,ENGCEF,EGP,272.0,2013-02-01,2022-12-01,2025-11-01,0,36
ENGCEF SUSP DRY 100MG 30ML,CEFIXIME,ENGCEF,EGP,125.0,2013-02-01,2022-12-01,2025-11-01,0,36
EPOFIX SUSP DRY 100MG 30ML,CEFIXIME,EPOFIX,EHP,106.25,2012-12-01,2022-12-01,2025-11-01,0,36
EXIME SUSP DRY 100MG 30ML,CEFIXIME,EXIME,SU8,114.75,2016-02-01,2022-12-01,2025-11-01,0,36
FASXIME SUSP DRY 200MG 30ML,CEFIXIME,FASXIME,FP/,208.25,2011-04-01,2022-12-01,2025-11-01,0,36
FIXIL CAPS 400MG 5,CEFIXIME,FIXIL,AL8,255.0,2005-12-01,2022-12-01,2025-11-01,0,36
